candidate,modifier,target,category
B00FARFHA6,has a red color with long sleeves and Red burgendy,B00GK3A0VU,toptee
B00BE95DU8,sleeveless and print and is a tank top and has Beauty and the Beast on it,B00CBD03DS,toptee
B000R0FRJ2,The shirt is green with a brown moose. and Is a more rich shade of green,B0014E41KG,toptee
B0001TPDOI,Is pink and more girly and is pink and has motorcycle graphic,B008H6TVN6,toptee
B003UKCWEE,is black colored and has cross print on it and has more text on it,B009RUMUTS,toptee
B00AWFU0BC,is gray with white lace and is white with lace on top and shorter sleeves,B00ADWJR4K,toptee
B00EYKCYZ6,is sheer with shorter sleeves and Is more sheer and more blousey,B00F4PT3GS,toptee
B00DW1QM4M,has no sleeves and is red colored and has no sleeves and is red colored,B00EM5ZU5E,toptee
B00DL4EU5I,is blue with white designs and is darker in color,B00BTJMTFA,toptee
B0095WKO00,is black with white words and is shorter sleeved with a different logo,B002SYX84Q,toptee
B0086U6JY2,is very revealing and Is red with shorter sleeves.,B0069JL6FY,toptee
B001THUBU2,is more single colored and has longer sleeves,B003DW8Q7G,toptee
B007Y8Z8MG,CANNOT COMPARE and is red and white iron on patch,B009IU31H2,toptee
B00BWUWG5O,light pink collared blouse with buttons and no sleeve button up in pink,B00CQRSQAG,toptee
B007XXGRJA,is a tank top with white lettering and has more text on it,B00CYGSRPI,toptee
B005S6YMGO,The shirt is black with white and has short sleeve and is black color,B009JG2PE0,toptee
B008CCY3PQ,is purple and sleeveless and is lighter and has shorter sleeves,B006JPP9OM,toptee
B007B84L2C,has wrinkles on top and white color and is a little tighter fitting and ruffled neck.,B001CEBRRS,toptee
B0039B63OE,has a longer waistline and is less revealing,B00D2ZBOSM,toptee
B00DOJ2LRE,has light and dark purple with V stripes and  long-sleeved,B00CXV4SRA,toptee
B006WARFXC,is red colored with stripes on it and has more stripes,B007YZKAYK,toptee
B008FZZWXW,is sleeveless and lighter color and is light blue colored and sleeveless,B004M5IT9I,toptee
B003XDSWTW,is orange with a brown belt and is brighter in color,B008OZSZWS,toptee
B003VZJ0QG,is more patterned and less strappy and is less revealing,B005WCF2JK,toptee
B00AGC2MP8,The shirt is black with a black bet. and has a bow on it,B00ATRA2S4,toptee
B003E3T66Y,is white and has a deeper neckline and is white,B006GRL9GU,toptee
B00BJ9HE2S,It is an off-white shirt with picture on front. and has more imagery,B006H865CQ,toptee
B008R786EU,is red colored and has longer sleeves and has longer sleeves,B004P8IQVS,toptee
B00B8LYHF4,The shirt is black with seahorses. and is black with colorful image,B009KAMLOE,toptee
B0064HR7N6,is black with small flower designs and it is less colorful,B001UFN556,toptee
B008UYXL90,is pink and is a lighter color,B005SRCTKE,toptee
B0052GC4NS,is smaller and more feminine and has several cartoons,B005COZ88I,toptee
B006B2H3HO,is less revealing and has a baggier fit,B0091CH9VQ,toptee
B007X4D5IK,is green colored and has shorter sleeves and Is green and sporty.,B007X4C62G,toptee
B00A82EFUG,is a red no sleeve dress and is red halter and a just a top,B00DF23LEM,toptee
B00A4FGZU0,has no sleeves with blue color and is blue and covers the belly,B007A64IQY,toptee
B009ETDLO0,is identical and is identical,B009ETD5VY,toptee
B009CC4EGI,is lighter and has shorter sleeves and has no sleeves,B0083WZC46,toptee
B00BQJUH7K,has longer sleeves with a different pattern and has large loose sleeves and a different pattern,B00AYDN6I6,toptee
B00BQHBS5W,is light blue with white designs and Is blue and has a pattern,B00BQJUH7K,toptee
B00CN7Y2A2,is less striped and has longer sleeves and is darker and doesn't have a collar,B004IPQQ88,toptee
B000CC4EGW,has shorter sleeves and ruched fabric and has texture,B006532VIU,toptee
B0040NPY8G,The shirt is short sleeved and is a purple tie dye. and has more color,B00359GA1G,toptee
B001AAZTGE,is more colorful and  only word graphic,B007PTH07A,toptee
B00CJSTVJC,The shirt is black with the Batman symbol. and is a darker shade of black,B000M0JKZY,toptee
B004P5P092,is grey colored and has sleeves and Desired item is grey with short sleeves and orange writing,B002BRA9QU,toptee
B007W9ZDIQ,is dark green with buttons down and has shorter sleeves,B00CII4BAC,toptee
B00A3H2NVE,has a graphic and is not sheer and has longer sleeves and a picture,B00ANCXHFU,toptee
B0096HPD64,is a white short sleeve  that's long and full and is longer with a solid white color,B00C3X7ZFU,toptee
B00775SQA2,is short sleeve button up and fuller and is more flowing,B003TJA33I,toptee
B004QF0LKO,has an animal print and is darker colored and is a leopard print shirt,B005CT32V8,toptee
B006PPFQ6W,has more black on it and has black print near the shoulder.,B009S3D1JC,toptee
B006Q6DZA4,is longer sleeves and dark colored and has long sleeves and black pattern,B009H3SURG,toptee
B003IHKZYI,is light blue with ruffles and is sleeveless and light blue,B007BKCCWG,toptee
B007MWY6H2,is dark blue colored and white stripes on collar and  slim fit tank top,B006VSM7W4,toptee
B009YKPAUW,Is more flowing and western and it is less plain,B00E4P7GRW,toptee
B007PTTOVU,has short sleeves and Is orange,B00DHP729C,toptee
B0088RFFNO,has a short sleeve with v stripes and has wavy pattern and more revealing,B008VGMJ6S,toptee
B004E59ZE4,is blue. and has a lighter logo,B004DB7JYC,toptee
B00GSJFMM8,Is darker and more gothic and is black,B00G6M1WQC,toptee
B005SCA6F4,is black with white stripes and  with longer sleeves and a different graphic,B00B0DVKC8,toptee
B009H3SURG,The shirt is white and pink. and is white with red pattern,B009H3SIOQ,toptee
B0093O2WEQ,collared 3/4 sleeved white top and  is white,B0091J1ID4,toptee
B004D8N8S6,is blue with shorter sleeves and is light blue and short sleeved,B0043JFRMK,toptee
B000JR8TK2,is a hat and is a hat instead.,B000U0PPXC,toptee
B00BMF340U,The short sleeve shirt is black with white buttons. and has shorter sleeves and a darker color,B00BNN1RBE,toptee
B003XI7MJS,has a light brownish color and has short sleeves and is red/brown,B005QA9TY2,toptee
B004P5PT7A,Has spaghetti straps and is tighter. and is dark purple,B004MDKZ88,toptee
B00CIPHFI0,is long sleeve a tourqoise and is light blue and long-sleeved,B00BXIP2AQ,toptee
B00CTKZN4C,Is more  casual and pink and it has short sleeve and less lowery,B0064XYEHM,toptee
B00616CW26,is bigger and darker colored and is black in color,B00G70U94Y,toptee
B002R670TO,is solid black with longer sleeves and has larger round neck and is black color,B005N4HZ6U,toptee
B0025VCDWU,is a lighter color in a similar style and Desired item is a light blue color,B00BRLAILC,toptee
B00819K7D2,has a graphic on front and is shorter sleeved and is light blue colored with graphic design,B002SKSJNA,toptee
B008BLRVI4,The shirt is a long sleeve button up shirt and pink in color. and is in solid color pink,B007X63HJ0,toptee
B007ZZ3EZG,has longer sleeves with multiple patterns and  capped sleeve,B007ZZ3E60,toptee
B00864KURA,The black tank top is tight in its fitting. and is black in color.,B00AQK05HM,toptee
B008JF261Y,short sleeve white tee with logo and comes in solid white,B002U6X7WK,toptee
B0085K0F6G,lighter in color and has a fancy design and is a white top with black print.,B001PKV53A,toptee
B004SWGOV0,is tighter and has no sleeved and  shorter sleeved,B000FLCMQE,toptee
B001PIQSDY,has a long sleeve with a logo and has long sleeves and says skydiving,B001TT4J3K,toptee
B00CV96Z84,It has more design and pattern on front. and has blue and yellow in its design and a squared neck line.,B008TUUVA2,toptee
B007VXJXH0,is lighter with dark trim and is lighter colored with a black neck design,B008VQBV3U,toptee
B004ZD8SZC,teal short sleeves with cuffs and is blue and has shorter sleeves,B00DNK6SN2,toptee
B00BOXSOJ6,is more revealing and has uneven hemline and drapes more,B00AW04J5A,toptee
B00AW8T5TC,is sleeveless and more revealing and has no sleeves and is more revealing,B0069VGMOM,toptee
B00CFGUWKK,Has a different logo that is yellow and Has a Batman emblem,B008BF8MGU,toptee
B0018OAD3Q,has a colorful spiral image and tie dyed tee shirt,B000FTYQB0,toptee
B0076AZZ1Q,has vibrant colors. and has text on it,B009517332,toptee
B00781B08A,has longer sleeves and floral print in green and Has longer sleeves and turquoise shades,B009205PCW,toptee
B003C20NJG,is a blue color dress shirt and blue shirt,B00306A0N8,toptee
B008SCIPIQ,has fitted long sleeves and a gray and pink print and is in a floral print and one solid  print.,B004YDR8AY,toptee
B005LXNTMC,is white and has a different logo and is black and has large neck,B000VAS3TY,toptee
B005CT32V8,is brighter colored and more casual and has more pink in it,B00BCE0ABC,toptee
B00CI9HQ6W,The shirt is black with a purple design. and a match,B00D91LDPI,toptee
B00DGXXU3M,is blue with rectangle pattern and has a busier looking pattern,B00DHVMWOG,toptee
B004VL1GK2,has a different graphic and is lighter in colour and is lighter colored,B0077QZP8W,toptee
B00AE0KOWK,The tank top is black with white writing. and Is sleeveless with writing.,B00GK4E27W,toptee
B00B2EQMIC,is lighter and  long tank top with skull on front,B00CBWJSRG,toptee
B006C9CUXS,is revealing and has a neckline,B00C5R4DZ4,toptee
B004MMF00C, white and red design. and is blue and has longer sleeves.,B007FPQPWK,toptee
B00BQ13RRA,is white with longer sleeves and a gold heart and has longer sleeves and a lighter color,B00AVXZ55Q,toptee
B003QOL3Z8,is white colored with red stripes and is light color with long stripes.,B00BEMAP6W,toptee
B00BQJS2JK,is more casual and colorful and is grey and has words,B00AZ6C8H2,toptee
B003SQKVDY,The shirt is green with a floral print. and is green and brown caftan type shirt,B00EZDMJJI,toptee
B003VRUG3K,is lighter and is more junior and feminine,B00BMVG5Y6,toptee
B009Z1KOKG,is a black t-shirt and has sleeves,B00CBQQNFM,toptee
B003OTS0L0,is olive green and is army-green with War is Over on front,B003ZA84DM,toptee
B000UZAHG2,The shirt is white with a black skull. and is white with a black graphic on it,B007R9T9JA,toptee
B006RI383U,black tshirt movie logo and comes in black,B0036YSDJ2,toptee
B006VE9TME,is darker and has longer sleeves and is brown with long sleeves,B00A44QPGU,toptee
B00C30GGG2,is lighter and is strapless and yellow print,B00A7D3GHY,toptee
B00375N3AO,has no sleeves and only one color and is tan white straps,B0038OLU40,toptee
B007MXDO42,is lighter and striped sleeve,B007I46HGW,toptee
B007BGZX3U,Is lighter with a grey pattern and has a v-neck collar,B003FZAEDA,toptee
B005QA9HYO,is more pink and has off-shoulder and has no sleeves,B0038VB9T4,toptee
B0015N061O,long sleeve pink and is lighter and has long sleeves,B001CCKGHW,toptee
B00AX351GM,is a polka dot sleeveless blouse and covers more of the stomach and has a pattern,B00BUMXY2I,toptee
B004VSE9CM,is brown colored and it is brown,B001NMUW7U,toptee
B00BGFFZH6,no sleeve dressy camo blouse and has a camo print and no straps,B00ELR4IQ0,toptee
B00AAMO4EG,is a long sleeve three colored shirt and is brighter and bolder colors and wider,B00AEGBTK0,toptee
B007RKO688,gray tee with anime logo and is grey with a purple logo and shorter sleeves,B00A4LM6L6,toptee
B007QIJBRC,It is more flowing and darker shirt. and is lighter,B00BUVIQ40,toptee
B00263MVMO,is patterned and lighter in color and is in light blue striped and printed design,B00AQG995K,toptee
B006ZIPH54,has a puffier sleeve and is darker,B006ZIPBH8,toptee
B007WAERAU, and is a draped dress,B007WA2KWW,toptee
B007JLQSVI,has no sleeves with a black color and has a dark color to it,B0091IX70M,toptee
B005S6YGO2,Is darker with a different graphic and Is a darker black shade,B005S6YMGO,toptee
B005NO4MZW,has a u shaped neck and is green in color and is green,B009TJ1X0O,toptee
B0076M7CQA,has long sleeves and color is brown and Pink and tan flowered buttoned down long-sleeve with collar,B008UUCRX0,toptee
B0039DXKUM,has shorter sleeves and Is a lighter color and looser,B0038VGIK4,toptee
B00BTHQ1XI,has more of a feminine cut with Asian cartoon graphics and  buttoned & plaid,B00D5666DG,toptee
B007J9IFKM,is more feminine and is pink and more revealing,B0063TUMBO,toptee
B00CEHKPKM,has a different graphic and has a red flower on the front,B00CEHJNZK,toptee
B0090OLPMY,The shirt has a vibrant floral print. and has a v-neck with a white background,B00AZH7MJA,toptee
B00B1N77GK,Has a hood and is more casual and is a hoodie,B009ISBB6M,toptee
B00CBY4MM0,is more powdery and less ruffled and has sleeves and a darker color,B00C7CF3FG,toptee
B004DGEU1W,is blu with red designs and has a geisha on it,B00774VC2M,toptee
B007Q3USJ2,is white with black lettering and is white with a different print.,B008D327Q6,toptee
B008GV0Y9W,is lighter and has longer sleeves and is a sheer camisole,B007FNI4WQ,toptee
B00EUEAT6W,is blue and long and is blue and has different writing,B008KLP1SW,toptee
B00DGBNUPC,is much tighter and is dark green,B0047I48X6,toptee
B00D8V16II,has collar and pockets and is tan,B004M17AXS,toptee
B00B7Q8XCS,is beige with bow and has a tie belt in front,B00FE01RCQ,toptee
B008OVMSXY,does not have sleeves and is white with a round neck and white with no sleeves,B004U5T3FY,toptee
B005WBVWJ0,a sleeveless light colored shirt with a band symbol and is pink with shorter sleeves,B0018R1IUK,toptee
B00AUCFTO0,The long sleeve shirt is blue and red. and it is more colorful and less girly,B00AW7Z8H6,toptee
B00DT70BAU,The shirt is pink in color with a gray cat. and has smaller graphic and less words,B009S7KTKM,toptee
B00AO3SP0K,has longer sleeves and black color and has longer sleeves,B008B65R26,toptee
B00F1RVCK4,is lighter with different print and is a lighter color,B00F1RW2QM,toptee
B008R8VBBE,has a cooler darker color and is purple with buttons,B00AWQJQFW,toptee
B006N04YEE,is beige and has longer sleeves and has a higher collar on it,B008OZT55E,toptee
B0079QYAC2,has more contrasting patterns and is sleeveless and is bright turquoise and longer length,B00BT908XK,toptee
B003DBN3UW,has spaghetti straps and very light and has no sleeves and is white and yellow,B00747LHD6,toptee
B004BR1XOK,is multi colored and sleeveless and is sleeveless and many colors,B003GXEYIM,toptee
B00A4LM6L6,has a short sleeve with a giant art logo and is darker grey with red text,B006X3YVWQ,toptee
B00B9HDD6Q,is lighter and is more formal and adult oriented.,B00A3HDHS2,toptee
B004XFX7DK,is dark colored and two toned black / orange,B005NY6WOG,toptee
B006LUMA6A,is a t-shirt and is wordy and Is more casual and darker in color,B00963ZPZC,toptee
B0098PXPHI,is a pink dress with long sleeves and has longer sleeves,B00BQXUOH4,toptee
B00DH36UEM,has a brighter and warmer floral pattern and is warmer colored with yellow and pink,B00DH36R5O,toptee
B002RX61ME,The shirt is green with a shamrock and white lettering. and is bright green with Lucky Charm on front,B0078PW5XA,toptee
B00AA15CMK,is darker and has shorter sleeves and is blue with decorative neckline,B007SOUA6U,toptee
B00BDF7AE0,is floral and has a blue and white print on it,B009ZHI9W0,toptee
B00CRLKPXW,is lighter in color and Has longer sleeves and is more plane,B008WYE2M8,toptee
B004IZTFR2,The tank top is red with a black design. and is reddish,B00D8VWOFC,toptee
B00A7YCRK0,has a long sleeve white color shirt and is white colored with longer sleeves,B00AFKBUWM,toptee
B00A492N8O,has shorter sleeves and is yellows and is sleeveless and yellow,B00C2OH40G,toptee
B009LDP93A,The shirt has white and blue stripes. and is striped and buttons halfway,B00AE6IBQU,toptee
B00BSL39KI,The shirt is black with white letting of zombies. and is darker,B008ML0I06,toptee
B00E87AAQU,scoop neckline more tailoring and has a more rounded neckline,B00CWRF4H8,toptee
B004U5G18G,is blue with a neck design and is blue and less revealing,B0086URHTS,toptee
B008EWT5TI,is pink with black designs and is darker and floral,B007P5IXQ6,toptee
B009VYVA0A,is black with white stripes and white striped graphic design with straight edged hem,B007R1Q0KE,toptee
B00GI151PO,It is red in color with letter on the front. and has shorter sleeves and is red,B00GB0JGR6,toptee
B00A3FAC4G,is darker and is black with white font.,B000VTMXZU,toptee
B008QJ6SVW,is black and has longer sleeves and it is longer and it has a longer sleeve,B0084COQ92,toptee
B00GNI71B4,has ruching and long sleeves and longer sleeves earth tone more waterfally,B00EJS9UCS,toptee
B0072EQOV6,The shirt has a cowl neck and is purple in color. and shorter sleeves darker color scoop neck tunic,B005QN211M,toptee
B00BNQWJ04,It is blue with v-neck and  short sleeves and has longer sleeves,B00D7794XW,toptee
B005SS9KC8,is darker and has more color and less pink,B0044NU9PU,toptee
B00CAD7VVQ,is dark pink that buttons up and has fitted sleeves and buttons down front,B006X41IBC,toptee
B00606ZFU8,is dark green colored and teal sleeves and is purple and has text,B009GM0GL6,toptee
B00CLDM5P2,is a long sleeve rose color shirt and is purple with longer sleeves,B008LCX7HM,toptee
B008TUUQ8O,is less busy and more chic and darker color,B008KSSU4M,toptee
B008C01WNO,The tank top is blue in color. and Is more whimsical,B00AU0N5ES,toptee
B006DB5B0Y,has lacy three quarter sleeves and is off white and has long sleeves and is white,B0084D1XT2,toptee
B002U63D24,is blue with green designs and is blue with yellow accents,B0050CCVXC,toptee
B004I7AZPQ,is white colored and floral print and has a floral print,B00EDO193Q,toptee
B007U924TY,has a higher necline and is more graphic and is more multi colored,B000PRMCB8,toptee
B003BED2O8,has smaller sleaved and Is more flowing and less colorful,B006X1SN5Y,toptee
B00AEUPUME,has graphics and is black with green logo,B00AESXSC0,toptee
B007C2BMDS,has longer sleeves and is black and white and has longer sleeves and is whiter,B00B2N1VL6,toptee
B00C7N5J7C,The dress in white black and yellow in color. and is much longer and white,B00BPI2AC2,toptee
B00ELXKL1U,The shirt is black with white lettering and is darker and has shorter sleeves,B008C56QJ4,toptee
B0047LCAL0,is a brown color with no sleeves and Is brown in color,B0047LA68E,toptee
B00BYLLPGW,is yellow with black bottom and is a bright yellow vest with one button,B00C124H2C,toptee
B008O55FTO,is darker and is darker,B00DDXHSGK,toptee
B005QN211M,is high neck with long sleeves and sleeveless and  has no print,B008L0NCKQ,toptee
B005TZFD5S,has longer sleeves and has longer sleeves and lighter color,B00EO2U4GK,toptee
B006O60GP8,The shirt is white angel wings. and has feathered wings detail,B0052I9038,toptee
B0091E3YAY,is darker and has black and red patterns,B00FWJQ28I,toptee
B004U5G18G,The tank top is orange in color. and has a much lighter color,B00DG00F06,toptee
B0073U42V8,Is white with more revealing shoulders and white with infamous 1982 skull logo,B004YD5JR8,toptee
B00AMDRAX0,is white colored and is in solid white,B003HIX6I0,toptee
B006Z8GZD2,is a longer sleeve black shirt and is black with long sleeves,B0051GCO3Y,toptee
B00C7F9ELW,The lingerie is black and sheer. and is see-through and revealing,B007M0OWWS,toptee
B00FE2CIOU,Has longer sleeves and is less fitted and is peach colored with longer sleeves,B00FK7T1NA,toptee
B0058NSUBU,has a crew neck and is less blousey and is blue and has a rounded collar,B002C7T3LG,toptee
B00APD3KA4,has more art patterns and  pink and black in color,B00B3259JQ,toptee
B006Q8OHGS,The shirt is maroon in color with gold stitching. and is burgundy with longer sleeves,B00ED7IBA2,toptee
B008VPXQJI,is long sleeved and lighter and is green with a turtle neck,B0056OFF82,toptee
B00AIS1YE0,Is more cropped and darker in color and is more revealing with thinner straps,B00BDP4XMC,toptee
B00FKXOK8U,has a short sleeve shirt with big art and has bright colors of butterflies,B00EKKO8OK,toptee
B007LAGVZ0,The shirt is tie dye with a peace sign. and is colorful with longer sleeves,B005NX4TSS,toptee
B00BF72LP4,has a lighter color and shorter sleeves and is white and cream in color,B00861V2XY,toptee
B00BB17YTW,is white and black stripes with long sleeves and has more stripes on it,B00GNI71B4,toptee
B005HPUHKG,has longer sleeves and plain pattern and is flowing and ruffled,B006QSPS8O,toptee
B0047WST9G,is pink with shorter sleeves and is a short sleeved pique,B001LNLQM6,toptee
B0092TLHHU,Has longer sleeves and is lighter in color and has a floral print and longer sleeves,B008OZTXMO,toptee
B00B5XGUW8,is blue with black stripes and is turquoise colored with a different pattern,B00BXZJC7I,toptee
B00DY81FLS,has shorter sleeve and orange color and it is orange and it has a shorter sleeve,B004ISLMR0,toptee
B008YE1TPY,The shirt is light blue with long sleeves. and is a white long aleeved shirt,B00A3PMQNQ,toptee
B003MEIVNY,is white and less logo and is white colored,B003MEBU7S,toptee
B003BQKAVE,is purple with white lettering and is a darker color,B004XH5HU4,toptee
B00BIJGLKA,is much longer and  gray and sleeveless,B007XD50QQ,toptee
B000E2D2FO,The shirt is black with a dragon. and it is black,B00BCX4RM6,toptee
B003GPZ5RO,The shirt has short sleeves and is red in color. and it is more red and has a round neck,B003XXZMFO,toptee
B00D8J6SN8,longer sleeves and black and white and is striped and has longer sleees,B0062E8SSE,toptee
B006532F0O,Is more sheer and has sleeves and has long sleeves and is more sheer,B0094QXB4I,toptee
B004SH77VG,has less stripes and is light heathered gray color,B005TTD7KC,toptee
B0097YDRAK,completely see through and is lighter and has shorter sleeves,B008CHEVC6,toptee
B00C3XX86A,has a graphic around the collar and  yellow,B00C680CMK,toptee
B009N830XO,is white colored and has longer sleeves and Is more revealing and white,B008JBOKUI,toptee
B002Y72PXW,is a slim fitted black t-shirt with pink outlined motif and is less black and has short sleeve,B00CXSNRXY,toptee
B004YDQYPO,Is not belted and is lacy and doesn't have the midrift tie.,B0079EHF26,toptee
B00A6HOZYE,has a shorter sleeve with colorful art and is not a button up,B006CB0UL0,toptee
B0044452TM,has shorter sleeves and is less patterned and short sleeves solid black v neck,B000E75JY6,toptee
B0061JOPVE,longed sleeved and animal print and has longer sleeves and leopard print in purple.,B0093UHB9G,toptee
B0018R1IUK,is gray with red lips and has a red logo on it,B008UX7ID6,toptee
B0097ZYAA0,has neck embroidered and has shorter sleeves and has short sleeve and is less black,B00EZ72FZC,toptee
B00AU4EMXM,flowered buttonup with lace sides and is a leopard print pattern,B008I627U4,toptee
B006GZTUG8,The long sleeved shirt is gray in color. and has a neckline that shows less,B006GK9PJU,toptee
B007HHAPZE,is preppier and is designer and Is darker in color,B009YX70R0,toptee
B0046IDRD4,is a hand bracelet and is a belt,B0047MKQ5G,toptee
B000YVGT46,The tank top is white in color. and is lighter colored,B0009GAVY0,toptee
B00CFTBMSS,darker blue and more sporty and has a smaller graphic,B003JOFGFS,toptee
B005NY69RQ,is lighter purple and has more ornate collar design,B005NYIGK4,toptee
B00D3RJ5LW,The shirt has short sleeves with a black and is black white and red with longer sleeves.,B00C7FA6Z0,toptee
B009ZYPCQO,is dark blue colored with image of fairy and comes in blue,B00A061KMG,toptee
B00BODNXK6,is a light grey t-shirt with pink lettering and is darker and plain,B00BLMV4BA,toptee
B00AAJ67QW,darker black and a different logo and has a darker logo,B006VHY5OS,toptee
B003R7HFDI,is faded and has a red graphic on it,B009YVBM8U,toptee
B009O8ZSGK,is dark brown colored with grey stripes and is lighter and has shorter sleeves,B00BJTS04E,toptee
B005EHK0S6,long sleeve multi design buutton up and is long sleeved,B00AB0G2WE,toptee
B006K32Z0Y,has no sleeves with more art and is white with paisley print,B0068VGW0M,toptee
B002QE8QEK,is black and sleeveless and is darker and has shorter sleeves,B0052DN6WY,toptee
B0097B576U,The shirt is blue and red plaid. and is striped with sleeves,B008DSLY4C,toptee
B00BQMEQLU,is darker and is black with no  embroidery on the neck line,B00BQMFEMK,toptee
B00E5ONLVM,has a more colorful graphic and is black with rainbow text,B0092QTP5O,toptee
B000EOWTQA,is exactly the same and has a belgian malinois on the front,B0016KVV0G,toptee
B004I5BDD6,v neck black top and  single layer,B005FJUKMO,toptee
B00AZ7Y6TY,is a long sleeve shirt with square patterns and has longer sleeves,B008G0DFWQ,toptee
B00CBSK55Y,is navy blue with yellow writing and has a navy seals printout in yellow,B007O0WTU8,toptee
B00D2ZBOSM,is lighter with ruching and is mid blue,B004LBCT2G,toptee
B001LGHW2Q,is lighter and is a green color,B004SWPBF0,toptee
B005F9O1WE,has camisole underlay and darker background and Is darker in color and more sheer,B006HHA9II,toptee
B00AHM2SSS,has longer sleeves and is more chic and more silk,B00AYLK0NW,toptee
B00BWULAQ0,has lace and is darker and has longer sleeves,B00C30MUDU,toptee
B002ZCXVVQ,is lighter and v neck empire draped waist,B0038JEAE2,toptee
B008AMFID4,is black with white designs and is black with short sleeves,B003PNZ1NU,toptee
B0097YF4A6,is a solid lighter blue and a scoop neck and does not have embellishment,B00E4OK5ZS,toptee
B004LXO68Y,The shirt is short sleeve and pink. and is pink with buttons,B006UTFI70,toptee
B00A13FNR6,is dark green with gold accents and is darker,B0058Z60A6,toptee
B00CAVXTTQ,has shorter sleeves and is  more colorful and is green and sleeveless,B0089CGRZ8,toptee
B004DUM056,is more suggestive with art and has no collar,B003C1BUXA,toptee
B00BLMMMUW,The shirt is tan and white. and it has long sleeve but has multiple color,B00BCFZYAS,toptee
B00AE9XF9K,Is less flowing and more casual and is short sleeved and striped,B008UABZR4,toptee
B00DOSDVXS,has no sleeves and is white and is lighter in color,B008EXQ8PG,toptee
B000ZZXSBS,The shirt is gray with black homo-sapiens. and is grey with a black logo,B006CUP7K0,toptee
B0025UU09Y,Is more feminine and fitted and has no sleeves and less color,B003Z6IKC6,toptee
B00A3MVGBW,is longer in length and is of a lighter color of brown with no blue,B00A3MV9WI,toptee
B00AE9XF9K,The shirt is brown in color with a scoop neck. and is darker,B00AB3E57K,toptee
B0046IB5PQ,is short and black and is shorter and more feminine,B007P5FX6O,toptee
B00B99O31S,Is darker with stripes. and has no color and has stripes,B00BHVSN2I,toptee
B00BXRLAOY,is blue with ruffles and has shorter sleeve and is light blue color,B0081Y9N46,toptee
B005HV7LZ4,has a scoop neck and more color and is yellow with a lion print out.,B009WVZZ6W,toptee
B006W5W0SW,is black colored and longer sleeves and is black in color,B0058SREX0,toptee
B00EQWW9HK,has lower neckline and shorter sleeves and is grey colored,B0057DIYNK,toptee
B00AQZQLWU,is crocheted with straps and has no sleeves,B007VP6X94,toptee
B00DRM4ULI,is a black tank top and is darker in color,B007FAEFOK,toptee
B005JR1JS6,has shorter sleeves and has shorter sleeves and a brighter pattern,B004HHO36Y,toptee
B00CFGBMKO,has brighter grapphics and is less sporty and Has longer sleeves and is lighter gray,B00938E45M,toptee
B006N04PNE,has white color and no sleeves and is white and has short sleeves,B006K1LS04,toptee
B00417RX5S,its black and red and tank top closed back and has thicker straps and red bottom,B00BGVQS44,toptee
B00B8PNGTS,is black and white with plaid and is top button up plaid shirt,B00ELABN2Y,toptee
B001LXND9A,is black and has short sleeves and Is more graphic and less formal,B002B2TTWU,toptee
B008WZ6F36,is shorter sleeved and is lighter pink,B00B8O9KP8,toptee
B00E6RLJDA,has shorter sleeves and no buttons and has black and white thick vertical stripes,B005EE2QJA,toptee
B0096HQ5DY,is white wit black and red designs and White/brown short sleeved long blouse,B0096HQJ08,toptee
B008UAD784,The shirt is capped sleeved and a multitude of colors. and it is more tight and has a shorter sleeve,B008UD160M,toptee
B003C230YQ,is blue colored and is blue with longer sleeves,B007X4DAS0,toptee
B005PI6L1O,purple and has a different logo and is purple,B004WXUWWM,toptee
B004R1LMU0,is white and is solid white,B006HSCWW8,toptee
B0067SQH56,pink tee dog logo and is in pink with dark print.,B004YXTYWE,toptee
B007P872QU,is white and has shorter sleeves and short sleeve white i am sheir locked logo,B008QQGW0M,toptee
B00C1SF5XG,is darker in color with short sleeves and is dark violet colored and has shorter sleeves,B009FTX2RU,toptee
B003X3HUW2,is white with longer red sleeves and Is longer and white,B008PMDQ38,toptee
B008809A6E,is white with black designs and is a white t-shirt,B008527I78,toptee
B0088Z7KOI,chevron colorful blouse with 3/4 sleeves and has longer sleeves and is brighter coloured,B0072HYT74,toptee
B00781B08A,has no pattern and is black and is tank top and black,B00D7AU6SG,toptee
B008OBD4XC,is beige colored and is mostly white with a grey and black graphic,B007LNJZ14,toptee
B0076M7CQA,has buttons and is checkered and has blue plaid design,B007JS45D4,toptee
B007PZOQ44,is less revealing and paler and is pink with thicker shoulder,B00EQ853YA,toptee
B00A13FZU6,has a long sleeve light blue color and is more blue in color,B0036MSZ6U,toptee
B000OGP8TS,is lighter and has a green graphic on it,B00GHQYYWG,toptee
B003H21D2M,is black with only side purple design and is same coloured with different print,B002N34B20,toptee
B00AWBU4D0, and  leafy and tall,B00DBLPM2Q,toptee
B005OZN0LM,is greaan and longer sleeves and has round neck and is blue color,B0058Z5UQG,toptee
B0036MPETQ,has shorter sleeves and is blue with a large orange circle and is blue with orange logo,B002CJ1OMU,toptee
B0088VXQB8,is lighter and has shorter sleeves and has off shoulder and is blue,B000W1YA4E,toptee
B007LDFURC,has no sleeve and is active tank and has off shoulder and is tank color,B008D6PCGU,toptee
B007MUR7I4,Is more refined and has buttons and has buttons and is white,B0096IY99K,toptee
B0089MECQ4,does not have sleeves and is a tank top,B00DFTTP3Q,toptee
